holiday,temp,clouds_all,weather_main,traffic_volume,hour,Weekday
no,268.03,90,Clouds,4432,18,2
no,273.26,90,Fog,2846,22,2
no,287.0,40,Clouds,5785,17,5
no,294.95,1,Clear,1386,23,7
no,294.08,1,Clear,4097,17,5
no,248.62,1,Clear,1003,0,5
no,273.08,1,Clear,5983,8,1
no,273.47,90,Rain,2782,19,6
no,257.95,5,Clear,2498,20,7
no,265.65,90,Clouds,1545,22,2
no,292.08,1,Rain,1771,22,1
no,275.53,1,Clear,3964,18,6
no,270.72,75,Clouds,3388,18,7
no,292.96,36,Rain,2413,21,1
no,280.08,90,Clouds,364,3,7
no,273.21,90,Snow,927,23,1
no,282.429,0,Clear,3718,10,6
no,277.988,92,Rain,4155,10,6
no,254.14,20,Clouds,5547,17,4
no,274.05,1,Clear,1925,22,3
no,283.47,20,Clouds,2775,20,5
no,268.3,75,Mist,5061,9,7
no,284.52,1,Mist,481,1,6
no,276.62,90,Rain,1138,23,2
no,288.349,92,Rain,371,3,5
no,294.8,12,Clouds,4289,14,7
no,281.84,75,Clouds,5758,14,1
no,272.65,1,Clear,6798,7,6
no,271.08,90,Clouds,3974,15,7
no,291.02,1,Fog,5889,7,1
no,265.03,1,Clear,1847,22,7
no,281.15,90,Clouds,3115,22,4
no,301.66,1,Clear,5677,14,5
no,272.22,75,Clouds,5894,16,4
no,293.26,1,Clear,4444,18,6
no,272.55,90,Clouds,247,2,2
no,287.23,90,Drizzle,3073,5,2
no,294.13,1,Clear,4921,12,1
no,300.88,40,Clouds,44,16,7
no,278.46,92,Drizzle,3239,20,5
no,287.37,1,Clear,333,3,7
no,296.81,75,Drizzle,4302,12,7
no,283.47,1,Clear,3197,20,2
no,265.35,1,Snow,3911,10,1
no,289.82,1,Clear,3184,5,2
no,296.22,90,Rain,851,4,3
no,295.58,40,Drizzle,2977,5,5
no,269.36,1,Clear,5510,15,5
no,291.16,12,Clouds,1309,23,7
no,299.04,20,Clouds,3215,21,5
no,281.1,1,Clear,3497,8,6
no,289.89,40,Rain,6326,7,2
no,291.09,90,Rain,981,23,1
no,297.23,1,Clear,3960,19,3
no,254.68,40,Clouds,1870,7,6
no,273.84,1,Clear,5398,13,5
no,277.988,92,Rain,4837,9,6
no,282.23,1,Clear,2048,22,4
no,290.45,1,Clear,3054,5,2
no,292.15,1,Clear,3099,9,7
no,293.35,1,Haze,5100,9,3
no,292.65,1,Clear,6180,17,3
no,270.28,90,Mist,3921,7,7
no,259.44,1,Clear,888,4,1
no,294.301,92,Rain,2984,21,6
no,271.71,90,Clouds,4071,10,3
no,301.79,75,Clouds,4927,14,4
no,294.59,0,Clear,4461,12,2
no,302.9,12,Clouds,4571,18,6
no,262.08,64,Haze,4395,13,1
no,262.71,20,Clouds,2436,7,7
no,280.12,90,Mist,655,6,3
no,264.75,90,Snow,2510,21,2
no,293.53,1,Clear,799,0,6
no,295.22,1,Clear,1051,23,3
no,292.48,90,Thunderstorm,4270,10,2
no,281.19,100,Rain,2787,8,6
no,268.28,1,Clear,2952,5,4
no,272.95,90,Snow,716,0,3
no,279.43,75,Rain,6032,8,3
no,274.53,90,Snow,6466,17,2
no,280.2,1,Fog,1200,7,3
no,298.97,1,Clear,4289,16,6
no,293.44,0,Clear,374,3,1
no,274.15,90,Clouds,2850,21,6
no,283.88,90,Rain,5341,15,6
no,298.48,1,Clear,3620,19,1
no,284.62,90,Rain,2164,21,2
no,266.14,90,Clouds,5590,17,1
no,263.65,75,Clouds,6529,7,1
no,292.35,75,Clouds,3263,21,7
no,251.56,90,Clouds,283,2,5
no,281.15,75,Drizzle,297,2,4
no,287.29,1,Fog,5806,6,2
no,298.89,1,Clear,5764,11,3
no,275.33,20,Clouds,6121,17,6
no,294.43,90,Rain,2083,22,6
no,285.21,1,Clear,331,1,3
no,279.22,90,Clouds,4772,17,6
no,263.87,20,Clouds,2502,22,3
no,303.51,20,Clouds,4251,13,2
no,265.02,90,Clouds,6272,7,5
no,258.63,5,Clear,2657,21,1
no,285.55,0,Clear,5799,9,3
no,258.34,20,Clouds,1672,22,7
no,284.7,75,Clouds,4721,11,3
no,280.75,1,Clear,683,0,5
no,265.48,1,Mist,1232,6,2
no,282.46,20,Clouds,3780,14,7
no,293.38,90,Mist,311,3,4
no,253.77,90,Clouds,1250,6,5
no,282.49,1,Clear,2750,20,5
no,281.57,85,Fog,303,1,1
no,300.82,40,Clouds,4795,18,3
no,295.52,36,Clouds,697,0,4
no,290.14,1,Clear,2590,22,4
no,274.82,1,Clear,5420,15,2
no,299.57,92,Rain,1175,0,6
no,295.16,1,Clear,11,22,3
no,295.58,1,Rain,373,3,5
no,291.613,12,Clouds,3068,21,5
no,272.24,90,Mist,268,1,5
no,269.81,90,Clouds,374,2,4
no,253.55,64,Clouds,6274,16,2
no,293.01,5,Clear,3883,9,6
no,291.35,90,Rain,2822,5,5
no,278.44,1,Clear,381,1,6
no,291.55,90,Clouds,6500,17,5
no,291.08,1,Haze,785,0,3
no,269.31,64,Snow,339,1,2
no,276.83,90,Rain,474,3,3
no,250.84,1,Mist,6091,8,1
no,289.36,20,Clouds,6248,16,5
no,297.44,1,Haze,5285,10,5
no,295.75,5,Clear,6033,15,2
no,294.67,56,Rain,2868,21,7
no,296.06,90,Mist,439,1,5
no,258.22,5,Clear,6421,7,4
no,275.76,90,Clouds,6110,15,5
no,260.76,90,Snow,3764,18,4
no,299.58,8,Clear,4747,13,1
no,264.96,64,Haze,1685,10,3
no,300.15,40,Clouds,4625,13,1
no,260.66,1,Clear,745,7,2
no,295.51,1,Clear,3108,20,4
no,284.25,68,Mist,3093,19,5
no,268.97,90,Clouds,6091,16,3
no,283.33,90,Clouds,1081,2,6
no,268.3,90,Snow,348,1,3
no,274.59,64,Mist,2137,22,2
no,295.6,90,Mist,5667,16,1
no,274.28,90,Drizzle,4686,15,2
no,276.12,64,Drizzle,3867,9,6
no,291.77,90,Rain,4977,9,3
no,292.01,90,Mist,6414,7,3
no,273.71,90,Mist,4521,13,2
no,276.08,75,Clouds,4600,18,4
no,295.71,68,Clouds,6556,16,3
no,294.2,0,Clear,3391,19,1
no,269.21,75,Mist,1888,7,6
no,303.03,1,Clear,5220,15,7
no,288.34,5,Clear,5546,8,5
no,286.95,90,Rain,2194,22,3
no,270.43,75,Clouds,5863,8,4
no,296.61,90,Thunderstorm,6039,17,3
no,282.97,90,Haze,870,4,6
no,282.62,75,Clouds,2769,5,3
no,268.73,1,Fog,703,5,6
no,295.51,75,Clouds,2466,23,6
no,266.64,90,Clouds,4722,11,2
no,291.11,90,Mist,2860,5,4
no,263.02,40,Snow,381,3,3
no,295.58,90,Rain,627,0,1
no,269.29,90,Snow,5356,9,3
no,296.21,56,Clouds,359,4,7
no,279.57,90,Rain,269,2,4
no,276.77,40,Clouds,2636,20,1
no,264.85,64,Clouds,2736,22,5
no,259.47,64,Clouds,494,1,5
no,272.35,90,Snow,964,23,1
no,272.57,1,Clear,4875,11,3
no,282.382,0,Clear,302,3,1
no,286.74,75,Rain,5009,12,2
no,294.15,40,Clouds,395,1,5
no,266.86,90,Clouds,782,4,3
no,273.13,75,Clouds,4780,13,7
no,275.15,90,Mist,4405,11,2
no,264.01,1,Clear,357,1,3
no,258.72,40,Clouds,358,3,4
no,271.72,90,Haze,4496,10,1
no,260.03,40,Clouds,4680,12,4
no,270.93,90,Clouds,604,0,4
no,265.68,90,Snow,1519,22,1
no,269.15,1,Clear,4885,12,3
no,288.01,1,Clear,2407,20,3
no,298.36,92,Rain,5500,12,6
no,298.24,24,Clouds,3671,19,7
no,277.82,1,Clear,3587,18,7
no,294.78,90,Mist,4403,10,1
no,299.75,75,Thunderstorm,6357,16,2
no,278.15,1,Clear,3470,19,7
no,291.55,90,Rain,887,4,2
no,274.8,1,Clear,732,1,6
no,280.08,40,Clouds,4855,16,6
no,281.58,20,Clouds,324,3,2
no,285.58,1,Mist,6251,7,1
no,295.16,75,Clouds,4193,17,7
no,274.79,90,Rain,3586,10,4
no,287.15,1,Clear,5753,18,5
no,292.16,1,Clear,3592,19,6
no,271.76,90,Snow,522,0,1
no,283.82,90,Rain,4477,9,1
no,258.34,5,Clear,4195,11,2
no,296.86,1,Clear,5886,17,5
no,272.02,64,Clouds,4546,16,6
no,279.19,1,Clear,2773,20,4
no,259.69,1,Clear,4800,14,6
no,269.75,90,Mist,4529,11,4
no,291.66,90,Rain,3168,19,6
no,278.66,90,Clouds,2509,9,7
no,262.44,90,Mist,2454,21,5
no,286.81,5,Clear,3064,21,7
no,297.29,1,Clear,4384,11,7
no,285.08,20,Clouds,6009,8,2
no,296.95,1,Clear,414,3,5
no,254.39,1,Clear,437,0,5
no,288.15,1,Fog,268,2,2
no,267.5,1,Clear,4429,13,7
no,280.69,40,Drizzle,1283,7,7
no,289.6,90,Mist,1047,23,3
no,260.66,75,Clouds,3043,19,2
no,276.25,75,Clouds,5242,13,4
no,278.03,1,Clear,405,3,6
yes,263.49,58,Clouds,1439,0,2
no,295.26,88,Rain,1358,23,2
no,299.42,1,Clear,2830,19,7
no,272.08,90,Snow,6309,16,1
no,277.29,90,Rain,6252,17,3
no,299.2,75,Clouds,3038,21,6
no,290.68,90,Rain,4851,8,2
no,265.69,1,Clear,652,5,3
no,273.47,90,Snow,2160,21,5
no,249.73,1,Clear,4842,9,4
no,278.58,90,Clouds,4917,12,3
no,287.54,75,Clouds,886,4,2
no,257.55,5,Clear,4287,10,1
no,263.43,1,Clear,1843,21,5
no,288.95,75,Clouds,1896,22,7
no,295.39,1,Clear,4112,18,2
no,274.57,90,Rain,6060,16,4
no,283.02,90,Mist,4083,13,1
no,256.15,5,Clear,4846,14,6
no,277.07,0,Clear,291,2,1
no,287.45,1,Mist,1474,6,3
no,298.29,1,Clear,4160,12,6
no,269.44,1,Clear,1777,23,4
no,289.1,88,Rain,514,0,2
no,270.15,20,Clouds,4590,17,7
no,283.9,0,Clear,5013,18,3
no,285.69,90,Rain,762,5,1
no,297.28,1,Clear,762,0,5
no,273.39,90,Mist,4871,13,5
no,292.4,75,Clouds,268,3,1
no,296.23,90,Rain,4775,11,3
no,280.75,40,Drizzle,438,3,2
no,296.94,5,Clear,3154,20,3
no,258.4,97,Clouds,2658,22,6
no,274.94,90,Drizzle,1616,8,7
no,301.23,0,Clear,2683,20,2
no,303.07,8,Clear,3800,18,6
no,285.2,1,Clear,3065,5,3
no,263.76,40,Clouds,3012,19,2
no,268.36,90,Mist,3467,19,2
no,274.42,1,Clear,5784,6,2
no,287.55,90,Fog,398,3,6
no,293.59,20,Rain,5115,7,6
no,281.134,24,Clouds,5394,17,7
no,279.02,20,Clouds,412,1,5
no,273.75,90,Clouds,2473,5,5
no,292.72,90,Drizzle,4385,12,7
no,262.38,90,Mist,4021,9,4
no,282.29,1,Mist,907,4,4
no,271.43,90,Snow,4623,8,7
no,283.38,75,Clouds,2893,17,4
no,300.22,1,Clear,3792,19,7
no,293.01,1,Clear,5428,9,7
no,260.08,90,Clouds,1568,23,5
no,266.71,1,Clear,4865,8,4
no,299.52,20,Clouds,3519,19,3
no,275.08,90,Mist,1727,23,5
no,294.42,90,Rain,5295,14,3
no,275.41,90,Clouds,4031,21,3
no,303.01,0,Clear,5446,12,4
no,295.29,90,Rain,4552,13,7
no,274.15,90,Rain,4262,11,3
no,273.22,40,Mist,6970,7,6
no,288.6,90,Rain,4527,10,2
no,288.96,40,Clouds,2712,21,6
no,290.86,1,Clear,461,1,1
no,272.48,90,Fog,340,1,2
no,302.72,40,Clouds,3172,19,1
no,304.28,24,Clouds,4517,16,7
no,286.3,90,Clouds,1863,23,3
no,292.06,90,Drizzle,3389,18,6
no,288.95,1,Clear,294,2,2
no,295.42,75,Clouds,5596,15,5
no,254.55,1,Clear,1089,0,6
no,287.37,56,Rain,6419,17,4
no,275.86,40,Clouds,2877,21,6
no,297.41,32,Clouds,2036,22,6
no,292.2,1,Clear,1116,23,1
no,281.43,90,Clouds,864,23,4
no,274.08,90,Rain,2506,14,7
no,299.36,1,Clear,5152,14,2
no,283.95,90,Rain,5228,9,2
no,287.49,90,Rain,2910,19,6
no,265.62,90,Clouds,1579,23,6
no,293.51,1,Clear,1255,0,6
no,291.94,90,Rain,1787,22,7
no,293.37,75,Clouds,4965,13,6
no,280.8,90,Mist,4329,15,7
no,274.15,90,Clouds,5564,14,6
no,264.09,20,Clouds,4312,13,7
no,284.17,93,Mist,3453,19,7
no,271.94,40,Clouds,4604,16,4
no,275.17,90,Rain,3884,15,7
no,298.92,40,Clouds,3510,19,7
no,272.439,0,Clear,1523,0,6
no,256.47,64,Clouds,3179,9,6
no,275.02,90,Snow,5279,6,5
no,295.3,40,Drizzle,5268,6,5
no,288.69,40,Clouds,3322,21,6
no,291.83,5,Clear,3164,22,5
no,283.85,90,Rain,300,3,3
no,281.55,1,Clear,238,2,4
no,277.85,90,Clouds,629,0,4
no,272.71,90,Haze,3563,16,3
no,284.14,24,Clouds,958,5,7
no,274.42,90,Mist,5582,7,5
no,290.38,90,Mist,501,0,5
no,294.08,75,Rain,832,0,4
no,249.75,1,Clear,5669,6,2
no,286.78,75,Clouds,3518,18,7
no,296.62,75,Clouds,2713,22,7
no,283.979,0,Clear,4341,10,5
no,272.9,75,Clouds,5108,12,7
no,274.01,1,Clear,468,4,6
no,294.55,40,Rain,873,1,6
no,268.95,1,Clear,3447,19,5
no,280.94,1,Clear,355,1,3
no,290.9,90,Rain,3487,19,4
no,265.81,1,Clear,5106,12,3
no,285.95,1,Clear,3141,8,6
no,272.95,90,Mist,1785,20,3
no,273.08,90,Mist,2547,5,1
no,292.64,8,Clear,5340,12,4
no,267.68,90,Fog,1994,8,7
no,272.02,1,Clear,848,4,1
no,273.65,1,Clear,754,4,2
no,263.78,1,Clear,5999,15,5
no,274.65,90,Mist,691,0,3
no,268.9,1,Clear,821,6,7
no,289.43,90,Clouds,5600,6,1
no,284.88,1,Clear,3008,5,4
no,275.43,90,Clouds,4920,9,7
no,278.64,90,Clouds,3398,19,4
no,295.74,1,Clear,2175,21,2
no,259.02,64,Mist,477,2,7
no,296.08,90,Clouds,4911,12,4
no,292.82,75,Haze,4975,16,6
no,299.4,40,Clouds,5956,17,1
no,275.22,90,Drizzle,4130,16,7
no,270.91,1,Clear,2441,21,1
no,262.78,1,Clear,4423,7,4
no,303.15,75,Clouds,3114,20,2
no,289.88,1,Fog,326,3,1
no,293.72,1,Clear,358,2,5
no,298.61,90,Rain,1920,10,6
no,298.94,1,Clear,4256,16,7
no,302.15,75,Clouds,5466,15,1
no,257.77,1,Clear,4857,14,4
no,284.55,1,Clear,1974,21,2
no,266.02,20,Clouds,3553,19,4
no,296.05,0,Clear,5473,9,2
no,288.95,1,Fog,410,1,2
no,277.353,8,Clear,4915,12,2
no,271.93,1,Clear,3801,11,4
no,273.62,54,Clouds,1686,13,3
no,273.26,90,Snow,2846,22,2
no,273.08,90,Clouds,2577,5,5
no,291.87,1,Clear,1587,23,2
no,292.54,1,Clear,4825,17,6
no,289.8,90,Rain,355,3,5
no,272.41,90,Fog,3761,11,5
no,301.86,75,Clouds,6514,16,4
no,265.86,90,Snow,1889,22,3
no,297.97,1,Thunderstorm,2933,20,2
no,286.89,90,Mist,6376,16,2
no,276.94,90,Rain,3331,10,7
no,287.15,90,Clouds,6576,7,4
no,287.53,75,Clouds,6070,15,3
no,270.06,64,Haze,4665,9,4
no,266.55,90,Clouds,4792,12,4
no,270.764,92,Clouds,5499,6,3
no,291.68,90,Rain,5165,8,5
no,281.43,90,Clouds,3248,20,6
no,281.28,90,Mist,5453,6,6
no,279.86,1,Clear,5325,9,1
no,291.245,88,Rain,5099,14,5
no,282.05,90,Clouds,5227,14,3
no,291.28,90,Clouds,408,1,2
no,299.29,1,Clear,5996,15,5
no,273.939,0,Clear,6601,16,3
no,266.09,90,Mist,2823,18,7
no,289.16,90,Clouds,5779,6,3
no,260.89,1,Clear,252,4,7
no,284.22,90,Drizzle,4352,10,2
no,291.28,1,Clear,3031,8,6
no,274.52,90,Snow,4562,12,3
no,304.72,75,Thunderstorm,4404,16,7
no,289.28,40,Mist,1022,23,1
no,260.26,1,Clear,5185,11,5
no,299.39,75,Thunderstorm,4289,15,7
no,272.94,75,Clouds,867,4,2
no,295.58,92,Clouds,4974,12,1
no,270.68,90,Clouds,6600,16,2
no,287.45,1,Haze,5130,12,4
no,285.42,1,Clear,625,0,6
no,264.22,1,Clear,2626,20,2
no,267.58,40,Clouds,1230,0,7
no,291.38,90,Clouds,4923,13,6
no,277.89,0,Clear,406,3,4
no,274.58,1,Clear,2703,5,7
no,285.59,1,Clear,2689,20,3
no,287.05,90,Rain,4895,12,5
no,296.54,75,Thunderstorm,5718,16,5
no,259.89,90,Clouds,1616,23,5
no,260.48,75,Clouds,4686,11,4
no,298.06,20,Clouds,5117,13,3
no,303.79,1,Clear,3545,19,5
no,274.09,90,Mist,2817,9,5
no,276.36,1,Clear,4202,10,6
no,279.28,90,Mist,3202,19,2
no,290.26,1,Clear,6013,17,2
no,292.52,0,Clear,2536,21,1
no,275.35,75,Clouds,5093,14,2
no,286.89,90,Haze,2696,20,1
no,283.17,0,Clear,281,2,5
no,287.66,90,Clouds,4916,9,5
no,267.69,1,Clear,3153,10,1
no,276.43,90,Rain,5078,13,4
no,269.37,90,Clouds,1869,8,4
no,290.36,0,Clear,4132,18,4
no,293.36,0,Clear,3048,21,5
no,272.75,75,Clouds,453,5,7
no,248.86,1,Clear,3666,11,7
no,275.15,90,Rain,3145,20,4
no,284.59,20,Clouds,5217,7,4
no,267.95,64,Clouds,2981,20,3
no,293.8,75,Rain,1242,23,4
no,278.75,40,Rain,6300,7,1
no,262.91,20,Clouds,4298,18,3
no,256.86,5,Clear,3630,16,1
no,292.52,90,Drizzle,328,3,3
no,291.15,90,Drizzle,3527,9,7
no,280.21,90,Clouds,2847,5,2
no,300.61,75,Clouds,6400,15,5
no,291.35,90,Drizzle,2356,22,4
no,273.73,90,Mist,3096,19,1
no,269.95,90,Mist,2004,22,3
no,292.07,90,Rain,1311,23,4
no,296.42,90,Haze,5001,14,1
no,257.22,5,Clear,3025,19,6
no,281.93,90,Fog,5969,8,1
no,274.28,5,Haze,4535,10,4
no,279.75,1,Clear,397,3,5
no,281.4,90,Mist,3075,0,4
no,266.29,1,Clear,3177,9,3
no,303.38,0,Clear,6750,15,4
no,280.24,90,Rain,2394,7,4
no,299.36,1,Clear,3198,21,4
no,268.36,90,Mist,1295,23,2
no,299.98,40,Clouds,5819,17,3
no,273.35,75,Snow,628,0,1
no,286.99,1,Clear,4467,7,3
no,291.57,90,Rain,4963,13,4
no,254.34,1,Clear,1109,23,3
no,296.98,75,Rain,292,2,1
no,289.4,90,Rain,754,2,7
no,270.95,1,Clear,318,3,1
no,276.35,90,Rain,6418,7,1
no,254.22,1,Clear,420,0,1
no,283.66,90,Rain,5384,15,4
no,273.06,90,Rain,3462,11,5
no,287.3,90,Thunderstorm,5819,7,3
no,272.814,24,Clouds,5659,7,5
no,257.11,0,Clear,2461,20,4
no,289.33,1,Clear,390,4,7
no,271.15,20,Clouds,5700,15,3
no,264.58,90,Clouds,2384,21,4
no,292.51,90,Rain,2524,9,5
no,281.42,90,Thunderstorm,2340,20,3
no,257.22,1,Clear,2825,8,3
no,298.21,0,Rain,6443,16,4
no,274.62,90,Fog,657,1,7
no,287.77,1,Clear,383,1,1
no,294.08,90,Rain,6459,16,4
no,285.92,76,Clouds,1453,23,4
no,283.67,90,Clouds,319,2,3
no,260.1,90,Mist,2221,21,2
no,271.82,20,Clouds,550,0,3
no,291.49,92,Haze,4888,14,7
no,289.15,75,Fog,5800,6,7
no,267.63,1,Haze,5814,16,3
no,256.19,64,Clouds,2842,16,3
no,274.22,90,Mist,2289,19,2
no,288.33,12,Clouds,880,4,4
no,291.98,90,Rain,4621,10,6
no,264.58,90,Mist,2218,20,7
no,276.91,90,Snow,6365,17,2
no,290.75,1,Mist,923,4,5
no,284.48,40,Rain,265,2,1
no,297.36,20,Clouds,6539,16,4
no,248.14,25,Clouds,2424,5,2
no,291.3,1,Clear,2931,5,3
no,270.68,90,Snow,385,3,6
no,282.61,90,Drizzle,4667,10,5
no,296.8,1,Haze,4501,11,5
no,276.69,90,Rain,4531,18,4
no,280.23,1,Clear,3604,19,6
no,282.3,0,Clear,1324,7,3
no,299.15,1,Clear,4514,15,4
no,290.94,90,Rain,4545,18,1
no,274.88,75,Clouds,1555,22,2
no,270.02,90,Mist,704,2,4
no,286.924,68,Rain,5021,18,4
no,261.8,1,Mist,507,2,6
no,289.54,0,Clear,3356,19,6
no,290.26,75,Clouds,2901,21,5
no,292.22,1,Clear,272,2,3
no,286.29,1,Rain,5724,8,1
no,289.89,0,Clear,3034,20,3
no,268.82,64,Clouds,2519,20,6
no,293.28,24,Rain,770,1,6
no,299.88,90,Clouds,2936,20,6
no,284.95,90,Drizzle,4731,11,4
no,284.55,44,Clouds,418,3,2
no,294.9,1,Clear,5786,15,6
no,297.01,90,Clouds,2762,20,1
no,292.15,90,Rain,5147,11,4
no,303.72,75,Clouds,3412,19,3
no,275.43,90,Mist,4492,10,2
no,301.57,1,Clear,5773,15,1
no,292.92,20,Rain,5001,13,1
no,269.88,1,Clear,5665,13,5
no,289.88,90,Rain,905,6,7
no,290.39,68,Clouds,2685,8,6
no,275.79,90,Rain,4477,11,2
no,296.24,90,Rain,3487,18,5
no,288.65,1,Clear,2879,5,1
no,291.68,1,Clear,341,2,3
no,297.26,40,Rain,2725,21,2
no,288.76,90,Thunderstorm,5902,16,2
no,296.94,75,Clouds,2764,22,5
no,267.59,90,Clouds,404,4,3
no,253.44,1,Clear,5332,8,2
no,294.61,75,Rain,456,1,5
no,281.86,1,Clear,5711,14,4
no,297.27,75,Rain,530,0,4
no,274.21,64,Drizzle,494,0,2
no,290.49,1,Clear,2315,23,5
no,262.61,5,Clear,4841,16,2
no,273.86,40,Snow,704,2,6
no,293.1,75,Rain,225,2,2
no,264.75,90,Clouds,1343,8,7
no,270.44,20,Clouds,6594,7,6
no,296.28,5,Clear,4462,13,2
no,300.95,1,Clear,5734,16,5
no,270.22,90,Snow,2153,11,6
no,298.31,20,Clouds,4919,17,3
no,276.07,40,Clouds,4615,13,7
no,273.75,90,Mist,1370,22,1
no,286.73,0,Clear,587,5,7
no,287.89,90,Rain,4875,15,6
no,298.07,0,Clear,2558,22,2
no,275.25,20,Clouds,1071,6,6
no,265.87,90,Mist,3055,10,6
no,298.92,1,Clear,5000,12,3
no,290.94,44,Mist,5891,7,4
no,282.76,90,Drizzle,582,0,3
no,292.42,1,Clear,1801,8,7
no,286.38,90,Haze,3197,19,1
no,281.1,90,Drizzle,4554,15,6
no,288.75,1,Clear,3147,5,4
no,266.0,90,Clouds,791,1,7
no,290.24,20,Clouds,4459,18,2
no,275.59,40,Clouds,3496,18,7
no,281.53,1,Haze,1416,23,3
no,287.08,1,Clear,5007,17,6
no,259.9,1,Clear,3045,21,6
no,286.55,90,Clouds,5014,14,6
no,274.83,90,Drizzle,2857,22,4
no,296.26,40,Clouds,4218,15,7
no,290.14,92,Rain,4634,10,4
no,274.21,1,Clear,2682,5,1
no,297.38,8,Mist,592,0,3
no,280.88,1,Clear,2781,20,1
no,283.37,1,Clear,5122,13,3
no,264.53,1,Clear,5480,6,1
no,282.41,8,Clear,4166,12,1
no,286.13,75,Mist,3711,7,4
no,297.15,32,Clouds,6423,16,4
no,265.08,1,Clear,958,23,7
no,283.47,90,Rain,3452,19,1
no,274.8,1,Clear,2114,23,7
no,287.36,0,Clear,4584,10,3
no,299.51,0,Clear,1893,22,3
no,278.39,90,Rain,4355,12,1
no,299.23,1,Rain,5928,17,4
no,300.78,12,Clouds,3110,20,6
no,277.75,40,Clouds,3089,19,1
no,302.74,0,Clear,5911,14,5
no,300.59,1,Clear,6526,17,4
no,292.9,1,Clear,750,0,2
no,295.35,90,Rain,7042,16,3
no,257.34,64,Clouds,4738,7,6
no,264.83,64,Clouds,465,2,6
no,277.93,40,Mist,289,4,7
no,301.37,1,Clear,4664,17,6
no,294.56,1,Clear,5090,13,5
no,270.6,64,Clouds,5298,14,3
no,273.55,40,Clouds,4939,16,6
no,299.29,0,Rain,3143,21,5
no,285.29,90,Drizzle,6473,16,4
no,281.23,90,Clouds,401,1,3
no,300.9,1,Clear,4444,12,6
no,250.72,1,Clear,729,4,4
no,269.69,5,Clear,4222,16,6
no,286.16,75,Clouds,2951,5,3
no,273.613,0,Clear,1692,8,7
no,264.77,20,Clouds,5694,8,3
no,293.36,90,Thunderstorm,4196,14,4
no,265.15,1,Clear,409,2,1
no,281.07,90,Mist,2422,19,1
no,302.56,75,Clouds,4687,18,5
no,270.98,90,Clouds,4369,14,2
no,274.88,90,Rain,6450,16,3
no,290.94,75,Rain,4307,13,7
no,297.65,1,Clear,2810,22,5
no,297.11,1,Clear,4534,10,2
no,269.46,90,Snow,6655,7,1
no,270.66,64,Clouds,672,1,6
no,286.832,88,Clouds,4929,8,1
no,296.42,1,Clear,6729,16,4
no,299.47,75,Clouds,5101,13,5
no,267.15,90,Snow,3484,12,1
no,281.77,75,Clouds,4606,12,5
no,269.63,20,Clouds,5221,9,2
no,291.29,90,Rain,2863,22,5
no,292.15,40,Rain,5457,6,4
no,276.65,90,Rain,3222,20,4
no,277.98,44,Rain,396,3,5
no,272.02,90,Rain,3781,11,7
no,269.03,90,Clouds,4578,11,6
no,290.1,1,Rain,2668,22,6
no,293.64,20,Rain,391,4,7
no,291.64,48,Rain,1264,7,6
no,298.15,40,Clouds,6661,16,4
no,271.02,90,Mist,2278,5,2
no,293.72,1,Clear,4065,9,6
no,272.14,75,Clouds,4876,14,1
no,255.78,5,Clear,5000,12,3
no,271.22,90,Mist,285,2,4
no,291.35,48,Drizzle,292,2,4
no,267.15,1,Clear,6542,7,3
no,262.33,90,Clouds,685,0,3
no,295.63,40,Clouds,2664,21,7
no,271.63,90,Snow,690,2,7
no,278.8,1,Mist,625,0,3
no,288.93,1,Clear,2147,21,2
no,275.72,90,Mist,272,4,4
no,295.47,1,Clear,4925,9,2
no,259.36,20,Mist,6920,7,1
no,287.22,1,Clear,2179,21,1
no,275.15,90,Rain,309,3,3
no,262.16,40,Clouds,4292,11,6
no,267.67,64,Clouds,1854,22,3
no,295.16,40,Clouds,4772,14,5
no,287.16,1,Clear,3022,5,3
no,275.22,90,Mist,5583,9,3
no,277.02,90,Drizzle,3763,19,4
no,274.82,75,Clouds,4502,18,4
no,260.59,1,Clear,381,1,3
no,276.79,90,Drizzle,4397,14,6
no,282.99,90,Clouds,4476,10,6
no,285.08,90,Rain,2683,5,2
no,285.77,92,Rain,754,0,3
no,268.832,0,Clear,3111,21,2
no,291.52,5,Clear,6185,17,7
no,296.72,1,Clear,2909,5,5
no,270.63,1,Clear,431,1,5
no,284.8,90,Rain,6164,8,3
no,291.85,20,Clouds,1375,23,4
no,271.5,90,Mist,6857,7,4
no,292.35,75,Mist,2862,5,6
no,284.5,1,Haze,458,5,7
no,292.22,1,Clear,310,3,2
no,254.61,1,Clear,334,1,6
no,284.95,68,Mist,2404,21,1
no,295.0,90,Rain,4775,12,3
no,296.26,75,Thunderstorm,3026,8,6
no,274.86,40,Rain,2651,5,4
no,281.0,5,Clear,4887,11,3
no,293.85,90,Drizzle,5199,7,7
no,290.45,75,Mist,212,2,5
no,269.72,5,Clear,4637,18,2
no,289.07,90,Clouds,4631,14,3
no,294.15,1,Clear,5683,8,4
no,262.9,16,Clouds,4583,11,3
no,299.15,1,Clear,5528,12,7
no,286.724,20,Clouds,4608,12,7
no,276.4,90,Mist,339,1,4
no,296.15,1,Clear,4346,10,1
no,290.84,40,Clouds,454,1,3
no,296.72,40,Rain,3808,19,6
no,260.19,1,Clear,394,4,6
